148	1	1
149	1	1
150	1	1
151	1	1
152	1	1
153	1	1
154	1	1
155	1	1
156	1	1
157	1	1
158	1	1
159	1	1
160	1	1
161	2	2
162	2	2
163	2	2
164	2	2
165	2	2
166	2	2
167	2	2
168	2	2
169	2	2
170	2	2
171	2	2
172	3	3
173	3	3
174	3	3
175	3	3
176	3	3
177	3	3
178	3	3
179	3	3
180	3	3
181	3	3
182	3	3
183	3	3
184	3	3
185	4	4
186	4	4
187	4	4
188	4	4
189	4	4
190	4	4
191	4	4
192	4	4
193	4	4
194	4	4
195	4	4
196	4	4
197	4	4
198	4	4
199	5	5
200	5	5
201	5	5
202	5	5
203	5	5
204	5	5
205	5	5
206	5	5
207	5	5
208	5	5
209	5	5
210	5	5
211	5	5
212	5	5
213	5	5
214	5	5
215	5	5
216	5	5
217	5	5
218	5	5
219	5	5
220	5	5
221	5	5
222	5	5
223	5	5
224	5	5
225	5	5
226	5	5
227	5	5
228	5	5
229	5	5
230	5	5
231	5	5
232	5	5
233	5	5
234	5	5
235	5	5
236	5	5
237	5	5
238	5	5
239	5	5
240	5	5
241	5	5
242	5	5
243	5	5
244	5	5
245	5	5
246	5	5
247	5	5
